sample_id,origin_segment_id,doc_id,source_file,doc_title,doc_keywords,year,page,section_guess,split,label,label_name,generator,generator_model,word_count,text,token_count
1106,372_2012_implementasi_website_pendidikan_berbasis_isoiec_9126-4_untuk_meningkatkan_kualitas_penggunaan__p1_b7_3,372_2012_implementasi_website_pendidikan_berbasis_isoiec_9126-4_untuk_meningkatkan_kualitas_penggunaan,372_2012_implementasi_website_pendidikan_berbasis_isoiec_9126-4_untuk_meningkatkan_kualitas_penggunaan.pdf,Implementasi Website Pendidikan Berbasis Isoiec 9126-4 Untuk Meningkatkan Kualitas Penggunaan,"Website, ISO/IEC 9126-4, Kualitas Penggunaan",2012,1,,train,0,human,human,human,171,"didistribusikan melalui pendekatan hypertext, yang memungkinkan suatu teks pendekatan menjadi acuan untuk membuka dokumen yang lain. Dengan adanya hypertext ini seseorang dapat memperoleh informasi dengan meloncat dari suatu dokumen ke dokumen yang lain (Kadir : 2003, 4). Semua informasi yang ada di Internet medianya adalah Website. Melihat begitu pesatnya perkembangan website sekarang ini, setiap penguna harus mampu memilih website mana yang berkualitas dan mampu memenuhi kebutuhan informasi mereka. Website pendidikan memberikan informasi yang dibutuhkan oleh mahasiswa Universitas. Informasi mengenai pendidikan merupakan informasi yang dibutuhkan oleh mahasiswa. Mahasiswa menghadapi kebutuhan informasi setiap hari dalam proses belajar mengajar. Selain sumber informasi yang berasal dari kampus, sekarang ini berkembang teknologi internet yang memberikan kemudahan dan keleluasaan dalam memberikan informasi seputar kampus.Website pendidikan di universitas berisi informasi-informasi seputar kampus. Sehingga mahasiswa kampus tersebut dapat mengetahui informasi hanya dengan mengakses website tersebut saja. Kualitas pelayanan dalam penyebaran informasi yang ada di website internet kampus telah menjadi kebutuhan yang sangat penting, karena hal tersebut berdampak terhadap tingkat kepuasan mahasiswa dan masyarakat luar. Pada akhirnya peningkatan kualitas pelayanan",202
1108,372_2012_implementasi_website_pendidikan_berbasis_isoiec_9126-4_untuk_meningkatkan_kualitas_penggunaan__p3_b4_5,372_2012_implementasi_website_pendidikan_berbasis_isoiec_9126-4_untuk_meningkatkan_kualitas_penggunaan,372_2012_implementasi_website_pendidikan_berbasis_isoiec_9126-4_untuk_meningkatkan_kualitas_penggunaan.pdf,Implementasi Website Pendidikan Berbasis Isoiec 9126-4 Untuk Meningkatkan Kualitas Penggunaan,"Website, ISO/IEC 9126-4, Kualitas Penggunaan",2012,3,,train,0,human,human,human,163,"1. Penelitian Barnes dan Vidgen (2001), WebQual adalah instrumen untuk menilai kualitas website dari perspektif pengguna. WebQual yang menggabungkan tiga dimensi kualitas, antara lain kualitas informasi, kualitas interaksi, dan desain website yang berkualitas. Metode WebQual dibagi menjadi beberapa tahap, yaitu WebQual 1.0 yang menitikberatkan analisa kualitas informasi dan memiliki kekurangan di interaksi layanan, WebQual 2.0 2. Menurut Olsina dan Rossi (2002), Salah satu metode dapat digunakan untuk mengevaluasi kualitas website adalah Metode Evaluasi Kualitas Web (WebQEM). WebQEM adalah strategi evaluasi kuantitatif untuk menilai website dan kualitas aplikasi. Mendefinisikan dan mengukur indikator kualitas yang dapat membantu kepentingan stakeholder dan meningkatkan produk Web. 3. Menurut Sari, Dewi Kemala (2000), menyatakan bahwa web yang bermutu dapat dinilai dari 5 indikator yang meliputi aspek fungsi (functionality) yang sesuai dengan tujuan, desain (design) yang menarik, isi website (content) yang memenuhi kebutuhan pengunjung, originalitas web (originality) yang menunjukkan produk yang khas sebuah karya yang tidak duplikatif dari web lain, serta profesionalisme dan efektivitas (professionalism & effectiveness). (Jha, 2009).",241
1109,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual___p1_b3_1,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual_,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual_.pdf,Penentuan Csf Pada Website Internet Banking Ditinjau Dari Aspek Kebutuhan Pengguna Sebagai Nasabah Individual,"e-commerce, critical success factors, internet banking",2012,1,,ood,0,human,human,human,113,"Lembaga keuangan pada saat itu memperkenalkan dan mempromosikan internet banking dengan maksud untuk menyediakan layanan perbankan yang lebih baik dari pelayanan sebelumnya [1]. Tidak lama setelah itu, instansi perbankan di Indonesia pun mulai mengadopsi sistem internet banking dengan tujuan yang sama, serta dengan maksud untuk memperluas jaringan pelayanan nasabah. Internet banking di Indonesia, pertama kali diluncurkan pada tahun 1988 oleh BII (PT Bank Internasional Indonesia, Tbk.) dengan aplikasi yang bernama BII Internet Banking. Kemudian, disusul pada tanggal 20 Maret 2001 oleh BCA (PT Bank Central Asia, Tbk.) dengan aplikasi klikBCA, yang selanjutnya pada 26 April 2001 diikuti oleh Bank Niaga (PT Bank Niaga, Tbk.) dengan aplikasi Niaga Global@ccess. Setelahnya pun instansi perbankan",144
1110,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual___p2_b1_2,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual_,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual_.pdf,Penentuan Csf Pada Website Internet Banking Ditinjau Dari Aspek Kebutuhan Pengguna Sebagai Nasabah Individual,"e-commerce, critical success factors, internet banking",2012,2,,ood,0,human,human,human,96,"dapat diakses kapan dan di mana saja, dengan ketentuan memiliki koneksi internet dan perangkat komputer atau seluler yang kompatibel. Beberapa tahun ini, instansi perbankan kecil pun sudah mulai nampak adanya pendekatan terhadap sistem internet banking. Salah satu instansi perbankan yang telah membuktikan peluang dalam memperluas jaringan nasabahnya dengan mengimplementasikan berbagai layanan ebanking, seperti internet banking dan mobile banking, adalah Bank Permata (PT. Bank Permata Tbk). Tahun 2005, managing director Bank Permata mengklaim bahwa fasilitas e-banking ini telah memberikan kontribusi kepada Bank Permata sebesar Rp 3 miliar per bulan dari revenue keseluruhan sebesar Rp 1 triliun [4].",122
1111,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual___p2_b3_3,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual_,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual_.pdf,Penentuan Csf Pada Website Internet Banking Ditinjau Dari Aspek Kebutuhan Pengguna Sebagai Nasabah Individual,"e-commerce, critical success factors, internet banking",2012,2,,ood,0,human,human,human,125,"Penelitian ini akan membahas faktor-faktor apa saja yang dianggap penting untuk diperhatikan dalam mengimplementasikan layanan internet banking dipandang dari kebutuhan dan kenyamanan bertransaksi pengguna sebagai nasabah individual dengan mengambil studi kasus tiga bank publik terbaik berdasarkan data dari statistik perbankan Indonesia terkait bank umum nasional dengan aset terbesar per Agustus 2009 yang dikutip dari website Bank Indonesia yaitu PT. Bank Mandiri, Tbk. (https://ib.bankmandiri.co.id/), PT. Bank Central Asia, Tbk. (https://ibank.klikbca.com/), PT. Bank Nasional Indonesia, Tbk. (https://ibank.bni.co.id/). Diharapkan pula dengan tersusunnya faktor-faktor ini akan dapat dilakukan penilaian terhadap pemfasilitasan layanan internet banking yang telah ada melalui pendefinisian sebuah instrumen evaluasi website internet banking sehingga memudahkan instansi perbankan dalam melakukan perbaikan pelayanan kepada nasabah pengguna internet banking.",184
1112,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual___p2_b6_4,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual_,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual_.pdf,Penentuan Csf Pada Website Internet Banking Ditinjau Dari Aspek Kebutuhan Pengguna Sebagai Nasabah Individual,"e-commerce, critical success factors, internet banking",2012,2,,ood,0,human,human,human,173,"Menurut Budi Agus Riswandi (2005) terdapat beberapa tipe layanan perbankan melalui media website, yaitu informational web, transactional web, wireless, dan PC banking [5]. Informational web merupakan layanan tingkat dasar perbankan. Dalam tipe ini, layanan perbankan sudah melalui website, tetapi hanya menampilkan informasi saja. Risiko dari model layanan perbankan seperti ini relatif rendah. Transactional web, pada tingkatan layanan perbankan ini nasabah sudah mulai diberikan kemampuan untuk mengeksekusi transaksi dengan risiko yang cukup tinggi dibanding dengan informational web. Transactional web memungkinkan nasabah untuk melakukan pembelian barang dan jasa serta transaksi perbankan secara online melalui internet banking. Aktivitas perbankan yang dapat nasabah lakukan seperti mengakses rekening, membeli produk dan jasa, mengajukan pinjaman, pembayaran, dan transfer dana. Wireless merupakan teknologi yang mengizinkan bank untuk menawarkan kepada nasabah tradisional mengenai produk dan jasa baru dengan cara pengembangan channel yang lain. Bank menyediakan produk dan jasa nasabah melalui wireless device, seperti telepon selular, pager, dan personal digital assistance yang mempunyai akses wireless pada bank. PC banking tipe layanan perbankan seperti ini membolehkan beberapa interaksi antara sistem bank dan nasabah.",216
1113,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual___p3_b1_5,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual_,373_2012_penentuan_csf_pada_website_internet_banking_ditinjau_dari_aspek_kebutuhan_pengguna_sebagai_nasabah_individual_.pdf,Penentuan Csf Pada Website Internet Banking Ditinjau Dari Aspek Kebutuhan Pengguna Sebagai Nasabah Individual,"e-commerce, critical success factors, internet banking",2012,3,,ood,0,human,human,human,169,"pendapatan atau modal yang timbul dari kegagalan obligor untuk menyepakati setiap kontrak dengan bank atau sebaliknya untuk performan yang disetujui. Risiko suku bunga adalah risiko terhadap pendapatan atau modal yang timbul dari pergerakan dalam suku bunga. Evaluasi dari suku bunga harus mempertimbangkan dampak yang kompleks dari produk dan juga dampak dari potensial yang mengubah suku bunga pada pendapatan fee. Risiko likuiditas adalah risiko yang dihadapi oleh bank dalam rangka memenuhi kebutuhan likuiditasnya. Risiko transaksi adalah risiko yang prospektif dan banyak berdampak pada pendapatan dan modal. Hal ini merupakan akibat adanya praktik penipuan, kesalahan, ketidakmampuan dalam penyerahan produk dan jasa, dan memelihara posisi kompetisi dan penawaran jasa serta memperluas produk-produk layanan internet banking. Risiko kepatuhan merupakan risiko yang berdampak terhadap pendapatan dan modal akibat adanya pelanggaran terhadap hukum regulasi atau standar etik. Risiko kepatuhan dapat mengarahkan institusi kepada denda, hukuman uang sipil, pembayaran kerugian/ kerusakan, dan pembatalan kontrak. Risiko kepatuhan juga dapat menyebabkan reputasi berkurang, nilai waralaba (franchise) berkurang, peluang usaha terbatas, potensi ekspansi berkurang, dan ketidakmampuan untuk menjalankan kontrak.",201
1114,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma__p4_b2_1,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma.pdf,Aplikasi E-Booking Rumah Makan Berbasis Web Dengan Penerapan Arsitektur Model View Controller Studi Kasus Ruma,,2015,4,,ood,0,human,human,human,161,"Perkembangan teknologi informasi yang ada pada saat ini yaitu dapat melakukan pengolahan data dengan mudah dan menghasilkan informasi yang dibutuhkan dengan akurat dan mengefektifkan waktu, serta biaya yang dikeluarkan lebih efisien. Keunggulan inilah yang menjadikan teknologi informasi saat ini banyak berperan serta dalam segala bidang dan aspek kehidupan yang ada, dan berkembang sesuai dengan kebutuhan masyarakat.Di dalam permasalahan yang ada pada rumah makan kampoeng bamboe Bandar Lampung, peneliti mengambil sebuah gambaran dari sebuah permasalahan pada sistem booking tempat yang terjadi. Sebelumnya dalam sistem booking tempat di rumah makan kampoeng bamboe hanya dapat dilakukan secara manual yaitu pelanggan harus menelepon tempat makan ataupun datang langsung ke tempat makan untuk melakukan booking tempat ataupun sekedar mengetahui informasi tentang booking tempat, sehingga diperlukan aplikasi booking online yang tidak membuang banyak waktu, tenaga dan mempermudah customer pada saat ingin melakukan transaksi booking tempat pada rumah makan kampoeng bamboe. Perancangan sistem ini akan lebih mudah dikembangkan jika menggunakan pola desain berarsitektur model view controller (MVC).",186
1115,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma__p4_b10_2,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma.pdf,Aplikasi E-Booking Rumah Makan Berbasis Web Dengan Penerapan Arsitektur Model View Controller Studi Kasus Ruma,,2015,4,,ood,0,human,human,human,141,"seiring perjalanan waktu rumah makan kampoeng bamboe masih belum memenuhi kepuasan pelanggannya, dikarenakan belum adanya sistem pemesenan tempat secara online agar dapat memudahkan pelanggannya melakukan pemesanan tempat. Selain itu pelanggan juga tidak dapat melihat tempat yang akan dipesan olehnya. Karena sebelumnya dalam sistem pemesanan tempat di rumah makan kampoeng bamboe hanya dapat dilakukan secara manual yaitu pelanggan harus menelepon rumah makan ataupun datang langsung ke rumah makan untuk melakukan pemesanan tempat ataupun sekedar mengetahui informasi tentang pemesanan tempat, sehingga diperlukan aplikasi pemesanan online yang tidak membuang banyak waktu, tenaga dan mempermudah pelanggan pada saat ingin melakukan transaksi pemesanan tempat pada rumah makan kampoeng bamboe. Kepuasan pelanggan merupakan faktor terpenting di dalam bisnis rumah makan. Oleh karena itu segala sesuatu yang berhubungan dengan kepuasan pelangaan harus di dahului agar dapat menjadi salah satu tolak ukur keberhasilan di dalam bisnis rumah makan tersebut.",162
1116,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma__p5_b1_3,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma.pdf,Aplikasi E-Booking Rumah Makan Berbasis Web Dengan Penerapan Arsitektur Model View Controller Studi Kasus Ruma,,2015,5,,ood,0,human,human,human,85,"Saat ini dunia telah mengenal suatu teknologi yang dinamakan Internet. Semua orang dapat berkomunikasi dengan orang lain yang berada di berbagai belahan dunia melalui Internet. Dengan jaringan yang global, Internet dapat diakses 24 jam. Dapat dibayangkan betapa besarnya peranan media Internet ini dalam kehidupan. Saat ini Internet tidak hanya digunakan manusia dalam mencari informasi saja, tetapi ada juga yang digunakan untuk melakukan bisnis dengan membuat aplikasi berupa web. Penggunaan Internet yang semakin luas menjadikan aplikasi web sebagai suatu aplikasi yang mudah diakses oleh semua orang.",95
1117,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma__p5_b2_4,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma.pdf,Aplikasi E-Booking Rumah Makan Berbasis Web Dengan Penerapan Arsitektur Model View Controller Studi Kasus Ruma,,2015,5,,ood,0,human,human,human,86,"Teknologi Internet dan teknologi web dapat digunakan sebagai alat bantu untuk pengorganisasian waktu, salah satu contohnya adalah sistem pemesanan tempat secara online yang dapat diakses dimana pun dan kapan pun. Sistem ini diharapkan dapat menggantikan cara booking konvensional seperti pertemuan empat mata, janji melalui telepon, penulisan janji pada kertas, dan lain sebagainya. Sebagai contoh di beberapa yang terjadi dirumah makan yang skala besar di bandar lampung, yaitu rumah kayu, bukit randu dan yang lainnya masih menggunakan cara manual untuk melakukan pengaturan pemesanan tempat makan dan makanan.",99
1118,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma__p5_b3_5,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma,374_2015_aplikasi_e-booking_rumah_makan_berbasis_web_dengan_penerapan_arsitektur_model_view_controller_studi_kasus_ruma.pdf,Aplikasi E-Booking Rumah Makan Berbasis Web Dengan Penerapan Arsitektur Model View Controller Studi Kasus Ruma,,2015,5,,ood,0,human,human,human,101,"Model View Controller pertama sekali dipublikasikan oleh peneliti XEROX PARC yang bekerja dalam pembuatan bahasa pemrograman Smalltalk sekitar tahun 1970-1980. Model View Controller (MVC) adalah sebuah konsep yang diperkenalkan oleh penemu Smalltalk (Trygve Reenskaug) untuk meng-enkapsulasi data bersama dengan pemrosesan (model), mengisolasi dari proses manipulasi (controller) dan tampilan (view) untuk direpresentasikan pada sebuah user interface [Deacon, 2009]. MVC mengikuti pendekatan yang paling umum dari Layering. Layering hanyalah sebuah logika yang membagi kode kita ke dalam fungsi di kelas yang berbeda. Pendekatan ini mudah dikenal dan yang paling banyak diterima. Keuntungan utama dalam pendekatan ini adalah penggunaan ulang (reusability) kode [Satish, 2004].",157
1119,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android__p1_b11_1,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android.pdf,Visualisasi Sistem Tata Surya Menggunakan Teknologi Augmented Reality Berbasis Android,"android, augmented reality, sistem tata surya",2015,1,,train,0,human,human,human,170,"Ada 3 prinsip dari AR. Pertama yaitu merupakan penggabungan dunia nyata dan virtual. Kedua yaitu berjalan secara interaktif dalam waktu nyata. Ketiga yaitu integrasi antar benda dalam 3 dimensi, yaitu benda maya terintegrasi dalam dunia nyata. Dalam perkembangannya saat ini AR tidak hanya bersifat visual saja, tapi sudah dapat diaplikasikan untuk semua indera, termasuk pendengaran, sentuhan, dan penciuman. Selain digunakan dalam bidang-bidang seperti kesehatan, militer, industri manufaktur, AR juga telah diaplikasikan dalam perangkat-perangkat telepon genggam. Kelebihan utama dari AR dibandingkan VR adalah pengembangannya yang lebih mudah dan murah. Kelebihan lain yaitu dapat diimplementasikan secara luas dalam berbagai media. Sebagai aplikasi dalam sebuah telepon pintar, dalam bingkisan sebuah produk, bahkan media cetak seperti buku, majalah atau koran. Dengan kelebihannya tersebut, AR memiliki banyak peluang untuk terus dikembangkan, tidak ketinggalan dalam bidang pendidikan. AR dapat diterapkan dengan baik dalam dunia pendidikan, khususnya dalam dunia pembelajaran sebagai sebuah media pembelajaran. Media pembelajaran yang dimaksud adalah media yang dapat menimbulkan rasa ketertarikan siswa untuk terfokus pada pembelajaran dan merangsang peran aktif siswa dalam menemukan,",208
1120,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android__p2_b2_2,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android.pdf,Visualisasi Sistem Tata Surya Menggunakan Teknologi Augmented Reality Berbasis Android,"android, augmented reality, sistem tata surya",2015,2,,train,0,human,human,human,81,"Penggunaan AR untuk media pembelajaran khususnya untuk mempelajari sistem tata surya telah dikembangkan pada tahun 2010. Partisipan adalah siswa Sekolah Menengah Atas. Penelitian dengan membandingkan antara pembelajaran biasa dengan buku teks dan menggunakan buku AR. Hasil yang didapat peningkatan 29% dengan menggunakan AR[4]. Pada makalah ini dilakukan penerapan dan pengembangan AR sebagai media pembelajaran, yaitu berupa visualisasi animasi 3 dimensi sistem tata surya. Harapannya agar siswa semakin tertarik dan dapat dengan mudah memahami serta mengerti materi tentang sistem tata surya.",93
1121,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android__p2_b7_3,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android.pdf,Visualisasi Sistem Tata Surya Menggunakan Teknologi Augmented Reality Berbasis Android,"android, augmented reality, sistem tata surya",2015,2,,train,0,human,human,human,112,"• Visualisasi dapat digunakan dengan memilih menu visualisasi pada menu utama. • Pada tampilan menu visualisasi akan menampilkan petunjuk penggunaan visualisasi, yang disertai dengan tombol untuk memulai visualisasi. • Setelah menekan tombol mulai pada akan muncul splash screen sebagai awal mulainya visualisasi. • Setelah splash screen berakhir, pada perangkat akan ditampilkan tampilan kamera, dan pengguna dapat mengarahkan perangkat ke marker. • Aplikasi akan mendeteksi atau membaca marker yang telah pengguna arahkan, jika marker tersebut terdeteksi maka akan muncul objek 3 dimensi dan sebaliknya. • Pengguna dapat menggunakan virtual button untuk melihat objek 3 dimensi lainnya yang telah disediakan pada tiap marker. • Jika pengguna telah selesai melihat visualisasi, pengguna dapat menggunakan tombol back pada perangkat untuk keluar dari visualisasi.",140
1122,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android__p5_b9_4,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android,375_2015_visualisasi_sistem_tata_surya_menggunakan_teknologi_augmented_reality_berbasis_android.pdf,Visualisasi Sistem Tata Surya Menggunakan Teknologi Augmented Reality Berbasis Android,"android, augmented reality, sistem tata surya",2015,5,,train,0,human,human,human,145,"• Aplikasi memberikan kemudahan bagi pengguna (siswa SMP) dalam memperoleh berbagai informasi tentang Tata Surya beserta isinya dengan menggunakan akses perangkat Android baik smartphone maupun tablet PC menggunakan teknologi augmented reality. • Pengguna dapat berinteraksi dengan animasi pada visualisasi dengan fasilitas virtual button yang terdapat pada marker. Penggunaan marker sangat penting dalam menjalankan menu visualisasi, tanpa marker visualisasi tidak dapat dijalankan karena marker dibuat untuk memicu objek animasi 3 dimensi sehingga objek tersebut bisa muncul. • Visualisasi pada aplikasi menggunakan objek 3 dimensi secara keseluruhan, maka akan menggunakan banyak memori pada RAM dan juga bergantung pada frekuensi serta performa prosesor. Untuk dapat menjalankan aplikasi dengan baik disarankan menggunakan perangkat berbasis Android yang memiliki spesifikasi RAM minimal 278MB dengan RAM bebas minimal 40MB dan prosesor frekuensi minimal 800MHz. • Pembuatan visualisasi Sistem Tata Surya masih terdapat beberapa kekurangan yang harus diperhatikan dan diperbaiki yaitu: 1. Perlu ditambahkan objek-objek Tata Surya",175
1123,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi__p1_b7_1,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi.pdf,Penerapan Metode Extreme Programming Pada Sistem Informasi Pengendalian Bahan Baku Produksi,"Raw Materials, Information Systems, Extreme Programming",2014,1,,train,0,human,human,human,100,"Untuk menghasilkan suatu produk atau barang jadi dengan kualitas tinggi, proses-proses yang ada mulai dari proses penerimaan bahan baku, operasi produksi, kemudian pengemasan harus dijaga dengan baik [1]. Demi menjaga kualitas suatu produk mulai dari bahan baku hingga barang jadi, maka peranan gudang tidak dapat dipisahkan dari aktivitas tersebut. Gudang dapat didefinisikan sebagai sebuah sistem logistik oleh perusahaan, mulai dari bahan baku dikirim oleh pemasok dan sampai di perusahaan, hingga memasuki proses produksi dan dikirim ke pelanggan [4]. Salah satu aktivitas yang dilakukan oleh operator gudang adalah, menerima dan mencatat berapa bahan baku yang masuk ke dalam dan ke luar",118
1124,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi__p2_b2_2,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi.pdf,Penerapan Metode Extreme Programming Pada Sistem Informasi Pengendalian Bahan Baku Produksi,"Raw Materials, Information Systems, Extreme Programming",2014,2,,train,0,human,human,human,87,"Permasalahan yang terjadi adalah masih menggunakan kertas untuk melakukan proses penerimaan dan pengeluaran bahan baku dari gudang. Dikarenakan dokumen pencatatan yang masih dilakukan secara manual menggunakan kertas, sering terjadi kelalaian oleh pegawai dalam proses pencatatan di kartu persediaan gudang yang mana kartu persediaan gudang sering kosong atau kurang lengkap. Selain itu, sering terjadi kesulitan dalam masalah pencarian data yang dibutuhkan karena terlalu banyak item jenis barang yang disimpan dalam kartu persediaan gudang, Untuk itu, perlu adanya analisis sistem yang tengah berjalan untuk dikembangkan menjadi suatu sistem informasi.",96
1125,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi__p2_b4_3,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi.pdf,Penerapan Metode Extreme Programming Pada Sistem Informasi Pengendalian Bahan Baku Produksi,"Raw Materials, Information Systems, Extreme Programming",2014,2,,train,0,human,human,human,86,"dan rapi. Selain itu ada penelitian Sistem Informasi Inventaris Laborarium Teknik Elektro UMY Berbasis Web Dengan Framewok Codeigniter oleh Ainur Rafik, terdapat perbedaan yaitu improvement dari penelitian ini yaitu yang tadinya tidak ada fitur pelaporan sehingga terdapat fungsi laporan. Selain itu penelitian yang terakhir Sistem Informasi Inventori Barang PT. Tissan Nugraha Globalindo Berbasis Web Aplikasi ini bertujuan untuk memper-mudah karyawan dalam melakukan pengawasan terhadap bahan baku di gudang. Selain itu dalam pembuatanya mulai dari mendesain, implementasi dan pengujiannya menggunakan metode Extreme Programming (XP) dalam mengembangkan sistemnya.",114
1126,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi__p6_b3_4,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi,376_2014_penerapan_metode_extreme_programming_pada_sistem_informasi_pengendalian_bahan_baku_produksi.pdf,Penerapan Metode Extreme Programming Pada Sistem Informasi Pengendalian Bahan Baku Produksi,"Raw Materials, Information Systems, Extreme Programming",2014,6,,train,0,human,human,human,81,"Form login berfungsi untuk melakukan verifikasi terhadap pengguna apakah pengguna itu berhak atau tidak. Jika pengguna tersebut berhak, setelah memasukkan username dan login maka system akan memampilkan halaman utama/ beranda. Halaman utama berfungsi agar admin maupun user dapat melakukanpengolahan data yang tersedia pada menu halaman tertentu. Halaman tambah barang berfungsi ketika terdapat barang masuk atau barang keluar sehingga semua data barang dapat tercatat. Data supplier merupakan tabel yang berisikan supplier dari perusahaan tersebut ini berfungsi ketika ada pengiriman dapat memilih suppliernya.",94
